"","castaway_id","full_name","short_name","date_of_birth","date_of_death","gender","race","ethnicity","occupation","personality_type"
"248",248,"Michelle Chase","Michelle",1984-03-07,NA,"Female",NA,NA,"Music Producer","INTP"
"249",249,"Gillian Larson","Gillian",1947-02-24,NA,"Female",NA,NA,"Retired Nurse","ENFP"
"250",250,"Paloma Soto-Castillo","Paloma",1984-08-24,NA,"Female","Chilean American","Hispanic or Latino","Student","ENFP"
"251",251,"Jacquie Berg","Jacquie",1982-09-10,NA,"Female",NA,NA,"Medical Sales","ENFJ"
"252",252,"Danny Brown","GC",1982-07-13,NA,"Male","Black",NA,"Maintenance Man","INFP"
"253",253,"Kelly Czarnecki","Kelly",1986-04-04,NA,"Female",NA,NA,"Retail Sales","INFP"
"254",254,"Ace Gordon","Ace",1980-09-03,NA,"Male",NA,NA,"Jewelry Sales and Photographer","INTJ"
"255",255,"Dan Kay","Dan",1976-06-30,2016-12-31,"Male",NA,NA,"Lawyer","ISFP"
"256",256,"Marcus Lehman","Marcus",1979-10-03,NA,"Male",NA,"Hispanic or Latino","Doctor","ENTJ"
"257",257,"Charlie Herschel","Charlie",1979-05-12,NA,"Male","White","Jewish","Lawyer","ENFP"
"258",258,"Randy Bailey","Randy",1959-03-31,NA,"Male",NA,NA,"Wedding Videographer","INTJ"
"259",259,"Corinne Kaplan","Corinne",1979-01-17,NA,"Female","White","Jewish","Pharmaceutical Sales;Clinical Consultant","ENTJ"
"260",260,"Crystal Cox","Crystal",1979-03-28,NA,"Female","Black",NA,"Former Olympic Athlete","ESFP"
"261",261,"Ken Hoang","Ken",1985-10-10,NA,"Male","Asian","Vietnamese American","Professional Gamer","INTP"
"262",262,"Matty Whitmore","Matty",1978-12-18,NA,"Male",NA,NA,"Personal Trainer","ESFP"
"263",263,"Jessica Kiper","Sugar",1979-02-22,NA,"Female",NA,NA,"Pin-Up Model","ENFP"
"264",264,"Susie Smith","Susie",1960-10-24,NA,"Female",NA,"Hispanic or Latino","Hairdresser","ISFJ"
"265",265,"Robert Crowley","Bob",1951-02-25,NA,"Male",NA,NA,"Physics Teacher","INTP"
"266",266,"Carolina Eastwood","Carolina",1981-10-27,NA,"Female","Panamanian American","Hispanic or Latino","Bartender","ESTJ"
"267",267,"Candace Smith","Candace",1977-02-01,NA,"Female","Black",NA,"Attorney","ISTJ"
"268",268,"Jerry Sims","Jerry",1959-05-18,NA,"Male","Black",NA,"Sgt - U.S. Army","ISTJ"
"269",269,"Sandy Burgin","Sandy",1955-07-01,NA,"Female",NA,NA,"Bus Driver","ESFP"
"270",270,"Spencer Duhm","Spencer",1989-12-20,NA,"Male",NA,NA,"Student","INFP"
"271",271,"Sydney Wheeler","Sydney",1984-05-11,NA,"Female",NA,NA,"Model","ISFP"
"272",272,"Joe Dowdle","Joe",1982-06-29,NA,"Male",NA,NA,"Real Estate Sales","ISTJ"
"273",273,"Brendan Synnott","Brendan",1978-09-28,NA,"Male",NA,NA,"Entrepreneur","ENTP"
"274",274,"Tyson Apostol","Tyson",1979-06-17,NA,"Male",NA,NA,"Former Professional Cyclist/Missionary;Shop Manager","ESTP"
"275",275,"Sierra Reed","Sierra",1985-09-29,NA,"Female",NA,NA,"Model","INFP"
"276",276,"Debra Beebe","Debbie",1962-09-28,NA,"Female",NA,NA,"Middle School Principal","ESFJ"
"277",277,"Benjamin Wade","Coach",1971-09-18,NA,"Male",NA,NA,"Soccer Coach/Musician","ENFJ"
"278",278,"Tamara Johnson-George","Taj",1971-04-29,NA,"Female","Black",NA,"Former Pop Star","ENFJ"
"279",279,"Erinn Lobdell","Erinn",1982-10-21,NA,"Female",NA,NA,"Hairstylist","ENFP"
"280",280,"Stephen Fishbach","Stephen",1979-01-24,NA,"Male","White","Jewish","Corporate Consultant","INTP"
"281",281,"James Thomas Jr.","J.T.",1984-06-23,NA,"Male",NA,NA,"Cattle Rancher","ESTP"
"282",282,"Marisa Calihan","Marisa",1983-07-26,NA,"Female",NA,NA,"Student","INFP"
"283",283,"Mike Borassi","Mike",1947-03-13,NA,"Male",NA,NA,"Personal Chef","ESTP"
"284",284,"Betsy Bolan","Betsy",1961-03-20,NA,"Female",NA,NA,"Police Officer","ESTJ"
"285",285,"Ben Browning","Ben",1980-08-28,NA,"Male",NA,NA,"Bar Manager","ESTP"
"286",286,"Yasmin Giles","Yasmin",1975-08-29,NA,"Female","Black",NA,"Hairstylist","ESFP"
"287",287,"Ashley Trainer","Ashley",1987-02-27,NA,"Female",NA,NA,"Spa Sales","ENFP"
"288",288,"Russell Swan","Russell S.",1967-02-17,NA,"Male","Black",NA,"Attorney","ESFJ"
"289",289,"Elizabeth Kim","Liz",1975-11-24,NA,"Female","Asian","Korean American","Urban Planner","INTP"
"290",290,"Erik Cardona","Erik",1981-04-13,NA,"Male",NA,"Hispanic or Latino","Bartender","ENTP"
"291",291,"Kelly Sharbaugh","Kelly",1983-12-26,NA,"Female",NA,NA,"Hairstylist","ISFP"
"292",292,"Laura Morett","Laura M.",1969-07-30,NA,"Female",NA,NA,"Office Manager;Fitness Instructor","ENFJ"
"293",293,"John Fincher","John",1983-08-16,NA,"Male",NA,"Hispanic or Latino","Rocket Scientist","INTP"
"294",294,"Dave Ball","Dave",1970-08-13,NA,"Male",NA,NA,"Fitness Instructor","INTP"
"295",295,"Monica Padilla","Monica",1984-07-14,NA,"Female",NA,"Hispanic or Latino","Law Student","ENFP"
"296",296,"Shannon Waters","Shambo",1964-04-25,NA,"Female",NA,NA,"Sales","ESFP"
"297",297,"Jaison Robinson","Jaison",1980-09-25,NA,"Male","Black",NA,"Law Student","INTJ"
"298",298,"Brett Clouser","Brett",1985-12-27,NA,"Male",NA,NA,"T-Shirt Designer","ISFP"
"299",299,"Mick Trimming","Mick",1976-05-10,NA,"Male",NA,NA,"Doctor","INTP"
"300",300,"Russell Hantz","Russell H.",1972-10-10,NA,"Male",NA,NA,"Oil Company Owner","ESTJ"
"301",301,"Natalie White","Natalie",1983-04-22,NA,"Female",NA,NA,"Pharmaceutical Sales","ISFJ"
"302",302,"Wendy-Jo DeSmidt-Kohlhoff","Wendy",1961-12-13,NA,"Female",NA,NA,"Goat Rancher","ISFP"
"303",303,"Shannon Elkins","Shannon",1979-12-04,NA,"Male",NA,NA,"Pest Control Company Owner","ESTJ"
"304",304,"Jimmy Johnson","Jimmy J.",1943-07-16,NA,"Male",NA,NA,"Former NFL Coach","ESFJ"
"305",305,"James Tarantino","Jimmy T.",1962-09-07,NA,"Male",NA,NA,"Commercial Fisherman","ESTP"
"306",306,"Tyrone Davis","Tyrone",1967-09-24,NA,"Male","Black",NA,"Fire Captain","ESTJ"
"307",307,"Kelly Bruno","Kelly B.",1984-03-23,NA,"Female",NA,NA,"Medical Student","ISFP"
"308",308,"Yve Rojas","Yve",1969-03-09,NA,"Female",NA,"Hispanic or Latino","Homemaker","ISFJ"
"309",309,"Jill Behm","Jill",1967-01-18,NA,"Female",NA,NA,"ER Doctor","ISTJ"
"310",310,"Alina Wilson","Alina",1987-02-20,NA,"Female",NA,NA,"Art Student","INFP"
"311",311,"Marty Piombo","Marty",1961-11-11,NA,"Male",NA,NA,"Technology Executive","ENTJ"
"312",312,"Brenda Lowe","Brenda",1982-11-03,NA,"Female","Asian","Hispanic or Latino","Paddleboard Company Owner","INTJ"
"313",313,"NaOnka Mixon","NaOnka",1983-02-17,NA,"Female","Black",NA,"PE Teacher","ESTP"
"314",314,"Kelly Shinn","Purple Kelly",1990-05-05,NA,"Female",NA,NA,"Nursing Student","ENFP"
"315",315,"Ben Henry","Benry",1986-06-25,NA,"Male",NA,NA,"Club Promoter","ESTP"
"316",316,"Jane Bright","Jane",1953-12-13,NA,"Female",NA,NA,"Dog Trainer","ISTP"
"317",317,"Dan Lembo","Dan",1946-11-05,NA,"Male",NA,NA,"Real Estate Executive","ISTP"
"318",318,"Holly Hoffman","Holly",1966-03-15,NA,"Female",NA,NA,"Swim Coach","ENFJ"
"319",319,"Matthew Lenahan","Sash",1979-11-22,NA,"Male","Black",NA,"Real Estate Broker","ENTJ"
"320",320,"Chase Rice","Chase",1985-09-19,NA,"Male",NA,NA,"Pro Racecar Jackman","ISFP"
"321",321,"Jud Birza","Fabio",1989-06-12,NA,"Male",NA,NA,"Student","ESFP"
"322",322,"Francesca Hogi","Francesca",1973-11-03,NA,"Female","Black",NA,"Attorney","INFJ"
"323",323,"Matt Elrod","Matt",1988-10-02,NA,"Male",NA,NA,"Pre-Med Student","INFP"
"324",324,"Kristina Kell","Kristina",1964-12-26,NA,"Female",NA,NA,"Law Student","INTP"
"325",325,"Krista Klumpp","Krista",1985-07-27,NA,"Female",NA,NA,"Pharmaceutical Representative","ISFP"
"326",326,"Stephanie Valencia","Stephanie",1985-02-03,NA,"Female",NA,"Hispanic or Latino","Waitress","ESFP"
"327",327,"Sarita White","Sarita",1974-10-02,NA,"Female",NA,NA,"Visual Effects Producer","INTP"
"328",328,"Mike Chiesl","Mike",1979-09-15,NA,"Male",NA,NA,"Iraq War Veteran","ISFJ"
"329",329,"David Murphy","David",1979-07-16,NA,"Male",NA,NA,"Defense Attorney","INTJ"
"330",330,"Julie Wolfe","Julie",1960-05-11,NA,"Female",NA,NA,"Firefighter","ISTJ"
"331",331,"Ralph Kiser","Ralph",1965-10-27,NA,"Male",NA,NA,"Farmer","ESTP"
"332",332,"Steve Wright","Steve",1959-04-08,NA,"Male",NA,NA,"Ex-NFL Player","ISFJ"
"333",333,"Andrea Boehlke","Andrea",1989-05-10,NA,"Female",NA,NA,"Student;Entertainment Host/Writer","ENFP"
"334",334,"Grant Mattos","Grant",1981-03-12,NA,"Male",NA,NA,"Ex-NFL Player","ISFP"
"335",335,"Ashley Underwood","Ashley",1985-02-08,NA,"Female",NA,NA,"Nurse","ESTP"
"336",336,"Natalie Tenerelli","Natalie",1991-05-06,NA,"Female",NA,NA,"Professional Dancer","ISFP"
"337",337,"Phillip Sheppard","Phillip",1958-03-12,NA,"Male","Black",NA,"Former Federal Agent;Software Sales","ESTJ"
"338",338,"Semhar Tadesse","Semhar",1986-09-12,NA,"Female","Black","Eritrean","Spoken Word Artist","ENFP"
"339",339,"Christine Shields Markoski","Christine",1971-06-17,NA,"Female",NA,"Hispanic or Latino","Teacher","ESTP"
"340",340,"Mark Caruso","Papa Bear",1963-07-07,NA,"Male",NA,NA,"Retired NYPD Detective","ESFJ"
"341",341,"Stacey Powell","Stacey",1967-11-21,NA,"Female","Black",NA,"Mortician","ISTJ"
"342",342,"Elyse Umemoto","Elyse",1984-05-10,NA,"Female","Asian","Hispanic or Latino","Dance Team Manager","ENFP"
"343",343,"Mikayla Wingle","Mikayla",1989-05-31,NA,"Female",NA,NA,"Lingerie Football Player","ISFP"
"344",344,"Keith Tollefson","Keith",1985-10-01,NA,"Male",NA,NA,"Water Treatment Tech","ISFP"
"345",345,"Jim Rice","Jim",1975-09-14,NA,"Male",NA,NA,"Medical Marijuana Dispenser","ENTP"
"346",346,"Dawn Meehan","Dawn",1970-06-29,NA,"Female",NA,NA,"English Professor","ESFJ"
"347",347,"Whitney Duncan","Whitney",1984-08-03,NA,"Female",NA,NA,"Country Music Singer","ESFP"
"348",348,"John Cochran","Cochran",1987-01-17,NA,"Male","White","Jewish","Harvard Law Student","INTP"
"349",349,"Edna Ma","Edna",1975-08-22,NA,"Female","Asian",NA,"Anesthesiologist","ISTJ"
"350",350,"Brandon Hantz","Brandon",1991-10-15,NA,"Male",NA,NA,"Oil Tanker Crewman;Chemical Disposal","ESFP"
"351",351,"Rick Nelson","Rick",1959-10-24,NA,"Male",NA,NA,"Rancher","ISFJ"
"352",352,"Albert Destrade","Albert",1985-03-31,NA,"Male","Black","Hispanic or Latino","Baseball/Dating Coach­­­­","ENTJ"
"353",353,"Sophie Clarke","Sophie",1989-07-10,NA,"Female",NA,NA,"Medical Student;Healthcare Consultant","INTJ"
"354",354,"Kourtney Moon","Kourtney",1982-02-27,NA,"Female",NA,NA,"Motorcycle Repair","ISFP"
"355",355,"Nina Acosta","Nina",1960-04-03,NA,"Female",NA,NA,"Retired LAPD Officer","ISTJ"
"356",356,"Matt Quinlan","Matt",1978-04-05,NA,"Male",NA,NA,"Attorney","ENTJ"
"357",357,"Bill Posley","Bill",1983-09-28,NA,"Male","Black",NA,"Stand-Up Comedian","ENFP"
"358",358,"Monica Culpepper","Monica",1970-06-15,NA,"Female",NA,NA,"Ex-NFL Player's Wife;Homemaker","ESFJ"
"359",359,"Colton Cumbie","Colton",1990-11-22,NA,"Male",NA,NA,"Student;Student Teacher","ESFP"
"360",360,"Jonas Otsuji","Jonas",1974-03-25,NA,"Male","Asian",NA,"Sushi Chef","ENTP"
"361",361,"Michael Jefferson","Michael",1981-08-29,NA,"Male",NA,NA,"Banker","ISTJ"
"362",362,"Jay Byars","Jay",1986-11-05,NA,"Male",NA,NA,"Model","ISFP"
"363",363,"Leif Manson","Leif",1984-02-01,NA,"Male",NA,NA,"Phlebotomist","ISFP"
"364",364,"Troy Robertson","Troyzan",1961-07-30,NA,"Male",NA,NA,"Swimsuit Photographer","ESFP"
"365",365,"Kat Edorsson","Kat",1989-06-22,NA,"Female",NA,NA,"Timeshare Representative;Full Time Student/Sales","ENFP"
"366",366,"Greg Smith","Tarzan",1947-12-12,NA,"Male",NA,NA,"Plastic Surgeon","INTP"
"367",367,"Alicia Rosa","Alicia",1987-01-11,NA,"Female",NA,"Hispanic or Latino","Special Education Teacher","ESTJ"
"368",368,"Christina Cha","Christina",1982-09-26,NA,"Female","Asian",NA,"Career Consultant","INFP"
"369",369,"Chelsea Meissner","Chelsea",1985-06-13,NA,"Female",NA,NA,"Medical Sales","ISFP"
"370",370,"Sabrina Thompson","Sabrina",1978-03-06,NA,"Female","Black",NA,"High School Teacher","ENFJ"
"371",371,"Kim Spradlin-Wolfe","Kim",1983-01-30,NA,"Female",NA,NA,"Bridal Shop Owner;Interior Designer","INFJ"
"372",372,"Zane Knight","Zane",1984-02-20,NA,"Male",NA,NA,"Tire Repair","ENTP"
"373",373,"Roxanne Morris","Roxy",1984-06-03,NA,"Female","Black",NA,"Seminary Student","ESFP"
"374",374,"Angie Layton","Angie",1991-10-08,NA,"Female",NA,NA,"Model/Student","INFP"
"375",375,"Dana Lambert","Dana",1979-12-13,NA,"Female",NA,NA,"Cosmetologist","ISTP"
"376",376,"Sarah Dawson","Dawson",1983-11-15,NA,"Female","Black",NA,"Insurance Sales","ENFP"
"377",377,"Katie Hanson","Katie",1989-11-29,NA,"Female",NA,NA,"Former Miss Delaware","ENTP"
"378",378,"Roberta Saint-Amour","RC",1985-05-10,NA,"Female",NA,"Jewish","Investment Banker","ENTJ"
"379",379,"Jeff Kent","Jeff",1968-03-07,NA,"Male",NA,NA,"Retired MLB Player","ISTP"
"380",380,"Artis Silvester","Artis",1959-04-18,NA,"Male","Black",NA,"Computer Engineer","ISTJ"
"381",381,"Peter Yurkowski","Pete",1988-03-03,NA,"Male",NA,NA,"Engineering Graduate","INTP"
"382",382,"Carter Williams","Carter",1987-05-26,NA,"Male",NA,NA,"Track Coach","ISFP"
"383",383,"Abi-Maria Gomes","Abi-Maria",1979-10-21,NA,"Female","Brazilian","Hispanic or Latino","Business Student","ESFP"
"384",384,"Malcolm Freberg","Malcolm",1987-05-07,NA,"Male",NA,NA,"Bartender","ENTP"
"385",385,"Lisa Whelchel","Lisa",1963-05-29,NA,"Female",NA,NA,"Former TV Teen Star","INFP"
"386",386,"Denise Stapley","Denise",1971-01-01,NA,"Female",NA,NA,"Sex Therapist","INFJ"
"387",387,"Alexandra Pohevitz","Allie",1987-12-24,NA,"Female",NA,NA,"Bartender","ESTP"
"388",388,"Hope Driskill","Hope",1989-07-06,NA,"Female",NA,NA,"Pre-Law Student","ISFP"
"389",389,"Shamar Thomas","Shamar",1985-09-27,NA,"Male","Black",NA,"Iraq War Veteran","INFP"
"390",390,"Laura Alexander","Laura",1989-09-12,NA,"Female",NA,NA,"Administrative Officer","ENTP"
"391",391,"Matt Bischoff","Matt",1974-04-04,NA,"Male",NA,NA,"BMX Bike Sales","INFP"
"392",392,"Julia Landauer","Julia",1991-11-12,NA,"Female",NA,NA,"Racecar Driver","ISTJ"
"393",393,"Michael Snow","Michael",1968-08-30,NA,"Male",NA,NA,"Event Planner","INFJ"
"394",394,"Reynold Toepfer","Reynold",1982-10-06,NA,"Male",NA,NA,"Real Estate Sales","ESTP"
"395",395,"Edward Fox","Eddie",1989-04-15,NA,"Male",NA,NA,"Fireman/EMT","ESFP"
"396",396,"Sherri Biethman","Sherri",1971-09-09,NA,"Female",NA,NA,"Fast Food Franchisee","ESFJ"
"397",397,"Laura Boneham","Laura B.",1968-08-29,NA,"Female",NA,NA,"Merchandiser",NA
"398",398,"Marissa Peterson","Marissa",1991-09-25,NA,"Female","Black",NA,"Student","ESTJ"
"399",399,"Rachel Foulger","Rachel",1979-07-28,NA,"Female",NA,NA,"Cocktail Waitress/Graphic Designer","ISFJ"
"400",400,"John Cody","John",1983-05-12,NA,"Male",NA,NA,"Physician, Army Orthopedic Surgery Resident","ISFJ"
"401",401,"Brad Culpepper","Brad",1969-05-08,NA,"Male",NA,NA,"Attorney/Retired NFL Player","ESTJ"
"402",402,"Vytas Baskauskas","Vytas",1979-12-08,NA,"Male",NA,NA,"Yoga Instructor/Math Professor","INFJ"
"403",403,"Caleb Bankston","Caleb",1987-03-26,2014-06-24,"Male",NA,NA,"Post Office Manager/Farmer","ISTP"
"404",404,"Katie Collins","Katie",1987-06-27,NA,"Female",NA,NA,"Hedge Fund Support","INTP"
"405",405,"Hayden Moss","Hayden",1986-05-27,NA,"Male",NA,NA,"Real Estate","ESFP"
"406",406,"Ciera Eastin","Ciera",1989-03-05,NA,"Female",NA,NA,"Cosmetology Student","INFP"
"407",407,"David Samson","David",1968-02-26,NA,"Male","White","Jewish","Miami Marlins President","ENTJ"
"408",408,"Garrett Adelstein","Garrett",1986-05-16,NA,"Male","White","Jewish","Pro Poker Player","INTP"
"409",409,"Brice Johnston","Brice",1986-02-20,NA,"Male","Black",NA,"Social Worker","ENFP"
"410",410,"J'Tia Taylor","J'Tia",1981-09-01,NA,"Female","Black",NA,"Nuclear Engineer","ENTJ"
"411",411,"Cliff Robinson","Cliff",1966-12-16,2020-08-29,"Male","Black",NA,"Former NBA All-Star","ISTP"
"412",412,"Lindsey Ogle","Lindsey",1983-09-04,NA,"Female",NA,NA,"Hairstylist","ESFP"
"413",413,"Alexis Maxwell","Alexis",1992-03-17,NA,"Female",NA,"Hispanic or Latino","Student","ENFP"
"414",414,"Sarah Lacina","Sarah",1984-07-09,NA,"Female",NA,NA,"Police Officer","ENTJ"
"415",415,"Morgan McLeod","Morgan",1992-07-09,NA,"Female",NA,NA,"Ex-NFL Cheerleader","ISFP"
"416",416,"LJ McKanas","LJ",1979-01-08,NA,"Male",NA,NA,"Horse Trainer","ISTP"
"417",417,"Jeremiah Wood","Jeremiah",1979-06-15,NA,"Male",NA,NA,"Male Model","ISFP"
"418",418,"Jefra Bland","Jefra",1990-07-02,NA,"Male",NA,NA,"Miss Kentucky Teen USA","ISFJ"
"419",419,"Latasha Fox","Tasha",1977-01-03,NA,"Female","Black",NA,"Accountant","ENFJ"
"420",420,"Trish Hegarty","Trish",1965-10-09,NA,"Male",NA,NA,"Pilates Trainer","ENFJ"
"421",421,"Spencer Bledsoe","Spencer",1992-06-12,NA,"Male",NA,NA,"Economics Student","INTJ"
"422",422,"Kassandra McQuillen","Kass",1971-11-08,NA,"Female",NA,NA,"Attorney","INTJ"
"423",423,"Yung Hwang","Woo",1984-03-16,NA,"Male","Asian",NA,"Martial Arts Instructor","ISFP"
"424",424,"Tony Vlachos","Tony",1973-09-10,NA,"Male",NA,NA,"Police Officer","ESTP"
"425",425,"Nadiya Anderson","Nadiya",1986-04-11,NA,"Female","Asian",NA,"Crossfit Coach/Project Coordinator","ESFP"
"426",426,"Val Collins","Val",1978-11-08,NA,"Female","Black",NA,"Foxboro Police Officer","INTJ"
"427",427,"John Rocker","John",1974-10-17,NA,"Male",NA,NA,"Former MLB Player","ESTP"
"428",428,"Drew Christy","Drew",1989-05-18,NA,"Male",NA,NA,"Traveling Sales Representative","ESTP"
"429",429,"Kelley Wentworth","Kelley",1986-06-07,NA,"Female",NA,NA,"Marketing Manager","ENTP"
"430",430,"Dale Wentworth","Dale",1959-03-07,NA,"Male",NA,NA,"Farmer","ISTJ"
"431",431,"Julie McGee","Julie",1980-01-24,NA,"Female",NA,NA,"Model/Owner of Spray Tan Business","ISFP"
"432",432,"Josh Canfield","Josh",1981-07-01,NA,"Male",NA,NA,"Singer/Actor/Writer","INFJ"
"433",433,"Jeremy Collins","Jeremy",1978-04-16,NA,"Male","Black",NA,"Cambridge Firefighter","ESTJ"
"434",434,"Wes Nale","Wes",1990-06-19,NA,"Male",NA,NA,"Firefighter","ISTP"
"435",435,"Reed Kelly","Reed",1982-09-05,NA,"Male",NA,NA,"Broadway Performer/Model/Aerialist","ENTJ"
"436",436,"Alec Christy","Alec",1991-09-07,NA,"Male",NA,NA,"Student","ISFP"
"437",437,"Jon Misch","Jon",1988-03-29,NA,"Male",NA,NA,"Financial Assistant","ESFP"
"438",438,"Baylor Wilson","Baylor",1994-01-25,NA,"Male",NA,NA,"Student","ESFP"
"439",439,"Keith Nale","Keith",1960-08-16,NA,"Male",NA,NA,"Fire Captain","ISTP"
"440",440,"Missy Payne","Missy",1967-06-10,NA,"Female",NA,NA,"Competitive Cheerleading Gym Owner","ESFJ"
"441",441,"Jaclyn Schultz","Jaclyn",1988-08-16,NA,"Female",NA,NA,"Media Buyer","ESFP"
"442",442,"Natalie Anderson","Natalie",1986-04-11,NA,"Female","Asian",NA,"Crossfit Coach/Physical Therapy Student;CrossFit Trainer","ESTP"
"443",443,"So Kim","So",1983-01-13,NA,"Female","Asian",NA,"Retail Buyer","INTJ"
"444",444,"Vince Sly","Vince",1982-02-16,NA,"Male",NA,NA,"Coconut Vendor","INFP"
"445",445,"Nina Poersch","Nina",1963-01-17,NA,"Female","Asian",NA,"Hearing Advocate","ISFJ"
"446",446,"Lindsey Cascaddan","Lindsey",1989-08-24,NA,"Female",NA,NA,"Hairdresser","ENFP"
"447",447,"Max Dawson","Max",1977-03-31,NA,"Male","White","Jewish","Media Consultant","ENTP"
"448",448,"Joaquin Souberbielle","Joaquin",1986-08-16,NA,"Male",NA,"Hispanic or Latino","Marketing Director","ISTP"
"449",449,"Kelly Remington","Kelly",1970-04-27,NA,"Female",NA,NA,"State Trooper","ISTJ"
"450",450,"Hali Ford","Hali",1989-07-20,NA,"Female",NA,NA,"Law Student","INFP"
"451",451,"Joe Anglim","Joe",1988-09-30,NA,"Male",NA,NA,"Jewelry Designer;Multimedia Artist","ISFP"
"452",452,"Jenn Brown","Jenn",1992-01-27,NA,"Female",NA,NA,"Sailing Instructor","ESTP"
"453",453,"Shirin Oskooi","Shirin",1983-02-25,NA,"Female","Asian",NA,"Yahoo! Executive","ENFP"
"454",454,"Tyler Fredrickson","Tyler",1981-02-26,NA,"Male",NA,NA,"Ex-Talent Agent Assistant","ENFP"
"455",455,"Dan Foley","Dan",1967-02-05,NA,"Male",NA,NA,"Postal Worker","ESTJ"
"456",456,"Sierra Dawn Thomas","Sierra",1986-12-18,NA,"Female",NA,NA,"Barrel Racer","ISFJ"
"457",457,"Rodney Lavoie Jr.","Rodney",1989-09-02,NA,"Male",NA,NA,"General Contractor","ESTJ"
"458",458,"Will Sims II","Will",1972-08-13,NA,"Male","Black",NA,"YouTube Sensation","ISFP"
"459",459,"Carolyn Rivera","Carolyn",1961-10-07,NA,"Female",NA,NA,"Corporate Executive","ENTP"
"460",460,"Mike Holloway","Mike",1976-07-25,NA,"Male",NA,NA,"Oil Driller","ESTP"
"461",461,"Darnell Hamilton","Darnell",1988-02-08,NA,"Male","Black",NA,"Postal Worker","ISFP"
"462",462,"Jennifer Lanzetti","Jennifer",1977-07-14,NA,"Female",NA,NA,"Contractor","ESTP"
"463",463,"Elisabeth Markham","Liz",1988-08-14,NA,"Female",NA,NA,"Quantitative Strategist","INTJ"
"464",464,"Caleb Reynolds","Caleb",1987-11-27,NA,"Male",NA,NA,"Army Veteran","ESFP"
"465",465,"Alecia Holden","Alecia",1991-08-03,NA,"Female",NA,NA,"Real Estate Agent","ESFP"
"466",466,"Anna Khait","Anna",1988-09-17,NA,"Female",NA,NA,"Pro Poker Player","ENFP"
"467",467,"Peter Baggenstos","Peter",1980-07-21,NA,"Male","Black",NA,"ER Doctor","ENTJ"
"468",468,"Neal Gottlieb","Neal",1977-02-03,NA,"Male",NA,NA,"Ice Cream Entrepreneur","INTP"
"469",469,"Nick Maiorano","Nick",1985-01-28,NA,"Male",NA,NA,"Personal Trainer","INTP"
"470",470,"Debbie Wanner","Debbie",1965-11-21,NA,"Female",NA,NA,"Chemist","ENTP"
"471",471,"Scot Pollard","Scot",1975-02-12,NA,"Male",NA,NA,"Former NBA Champion","ESTJ"
"472",472,"Julia Sokolowski","Julia",1996-04-08,NA,"Female",NA,NA,"College Student","ENFP"
"473",473,"Kyle Jason","Jason",1984-07-16,NA,"Male",NA,NA,"Bounty Hunter","ESTJ"
"474",474,"Joseph Del Campo","Joe",1943-07-04,NA,"Male",NA,NA,"Former FBI Agent","ISTJ"
"475",475,"Cydney Gillon","Cydney",1992-09-14,NA,"Female","Black",NA,"Bodybuilder","ISTP"
"476",476,"Tai Trang","Tai",1964-03-23,NA,"Male","Asian",NA,"Gardener","INFP"
"477",477,"Aubry Bracco","Aubry",1985-11-14,NA,"Female",NA,NA,"Social Media Marketer;Marketing Director","INFJ"
"478",478,"Michele Fitzgerald","Michele",1990-05-05,NA,"Female",NA,NA,"Bartender;Business Development Manager","ESFP"
"479",479,"Rachel Ako","Rachel",1978-09-08,NA,"Female","Asian",NA,"Recruiting Director","ENFP"
"480",480,"Mari Takahashi","Mari",1984-11-02,NA,"Female","Asian",NA,"Gamer","ESFP"
"481",481,"Paul Wachter","Paul",1963-10-10,NA,"Male",NA,NA,"Boat Mechanic","ESTJ"
"482",482,"Lucy Huang","Lucy",1973-09-22,NA,"Female","Asian",NA,"Dietician","ISTJ"
"483",483,"Ciandre Taylor","CeCe",1977-03-02,NA,"Female","Black",NA,"Insurance Adjuster","ISFJ"
"484",484,"Jessica Figueroa","Figgy",1992-12-12,NA,"Female",NA,"Hispanic or Latino","Bartender","ESFP"
"485",485,"Michaela Bradshaw","Michaela",1990-12-01,NA,"Female","Black",NA,"Vacation Club Sales","ISTJ"
"486",486,"Michelle Schubert","Michelle",1988-03-11,NA,"Female",NA,NA,"Missionary Recruiter","INFP"
"487",487,"Taylor Lee Stocker","Taylor",1991-11-20,NA,"Male",NA,NA,"Snowboard Instructor","INFP"
"488",488,"Chris Hammons","Chris",1978-04-01,NA,"Male",NA,NA,"Trial Lawyer","ISTJ"
"489",489,"Jessica Lewis","Jessica",1979-02-24,NA,"Female",NA,NA,"Assistant District Attorney","ENFJ"
"490",490,"Zeke Smith","Zeke",1988-01-25,NA,"Male",NA,NA,"Asset Manager","INTP"
"491",491,"Will Wahl","Will",1997-08-12,NA,"Male",NA,NA,"High School Student","INTP"
"492",492,"Sunday Burquest","Sunday",1971-02-06,2021-04-18,"Female",NA,NA,"Youth Pastor","ENFJ"
"493",493,"Justin Starrett","Jay",1989-06-03,NA,"Male",NA,"Hispanic or Latino","Real Estate Agent","ESTP"
"494",494,"Bret LaBelle","Bret",1973-08-20,NA,"Male",NA,NA,"Police Sergeant","ESFJ"
"495",495,"David Wright","David",1974-02-28,NA,"Male",NA,NA,"Television Writer","INFP"
"496",496,"Hannah Shapiro","Hannah",1992-02-24,NA,"Female","White","Jewish","Barista","ENFP"
